date,sku_id,store_id,on_hand,on_order_qty,in_transit_orders
2024-04-29,SKU0001,S001,114,0,0
2024-04-30,SKU0001,S001,112,0,0
2024-05-01,SKU0001,S001,110,0,0
2024-05-02,SKU0001,S001,108,0,0
2024-05-03,SKU0001,S001,105,0,0
2024-05-04,SKU0001,S001,103,0,0
2024-05-05,SKU0001,S001,101,0,0
2024-05-06,SKU0001,S001,99,0,0
2024-05-07,SKU0001,S001,97,0,0
2024-05-08,SKU0001,S001,94,0,0
2024-05-09,SKU0001,S001,92,0,0
2024-05-10,SKU0001,S001,90,0,0
2024-05-11,SKU0001,S001,88,0,0
2024-05-12,SKU0001,S001,86,0,0
2024-05-13,SKU0001,S001,84,0,0
2024-05-14,SKU0001,S001,82,0,0
2024-05-15,SKU0001,S001,79,0,0
2024-05-16,SKU0001,S001,77,0,0
2024-05-17,SKU0001,S001,75,0,0
2024-05-18,SKU0001,S001,73,0,0
2024-05-19,SKU0001,S001,71,0,0
2024-05-20,SKU0001,S001,69,0,0
2024-05-21,SKU0001,S001,66,0,0
2024-05-22,SKU0001,S001,63,0,0
2024-05-23,SKU0001,S001,61,0,0
2024-05-24,SKU0001,S001,59,0,0
2024-05-25,SKU0001,S001,57,0,0
2024-05-26,SKU0001,S001,54,0,0
2024-05-27,SKU0001,S001,52,0,0
2024-05-28,SKU0001,S001,50,0,0
2024-05-29,SKU0001,S001,48,0,0
2024-05-30,SKU0001,S001,46,0,0
2024-05-31,SKU0001,S001,44,0,0
2024-06-01,SKU0001,S001,41,0,0
2024-06-02,SKU0001,S001,39,0,0
2024-06-03,SKU0001,S001,37,0,0
2024-06-04,SKU0001,S001,35,0,0
2024-06-05,SKU0001,S001,33,0,0
2024-06-06,SKU0001,S001,31,0,0
2024-06-07,SKU0001,S001,29,0,0
2024-06-08,SKU0001,S001,27,0,0
2024-06-09,SKU0001,S001,25,0,0
2024-06-10,SKU0001,S001,22,0,0
2024-06-11,SKU0001,S001,20,0,0
2024-06-12,SKU0001,S001,18,0,0
2024-06-13,SKU0001,S001,16,10,1
2024-06-14,SKU0001,S001,14,22,2
2024-06-15,SKU0001,S001,12,36,3
2024-06-16,SKU0001,S001,9,53,4
2024-06-17,SKU0001,S001,7,72,5
2024-06-18,SKU0001,S001,5,93,6
2024-06-19,SKU0001,S001,3,116,7
2024-06-20,SKU0001,S001,0,142,8
2024-06-21,SKU0001,S001,0,168,9
2024-06-22,SKU0001,S001,0,194,10
2024-06-23,SKU0001,S001,12,194,10
2024-06-24,SKU0001,S001,46,158,8
2024-06-25,SKU0001,S001,44,158,8
2024-06-26,SKU0001,S001,52,148,7
2024-06-27,SKU0001,S001,62,136,6
2024-06-28,SKU0001,S001,104,92,4
2024-06-29,SKU0001,S001,115,78,3
2024-06-30,SKU0001,S001,139,52,2
2024-07-01,SKU0001,S001,189,0,0
2024-07-02,SKU0001,S001,187,0,0
2024-07-03,SKU0001,S001,185,0,0
2024-07-04,SKU0001,S001,183,0,0
2024-07-05,SKU0001,S001,181,0,0
2024-07-06,SKU0001,S001,179,0,0
2024-07-07,SKU0001,S001,176,0,0
2024-07-08,SKU0001,S001,174,0,0
2024-07-09,SKU0001,S001,171,0,0
2024-07-10,SKU0001,S001,169,0,0
2024-07-11,SKU0001,S001,167,0,0
2024-07-12,SKU0001,S001,164,0,0
2024-07-13,SKU0001,S001,162,0,0
2024-07-14,SKU0001,S001,159,0,0
2024-07-15,SKU0001,S001,157,0,0
2024-07-16,SKU0001,S001,155,0,0
2024-07-17,SKU0001,S001,153,0,0
2024-07-18,SKU0001,S001,150,0,0
2024-07-19,SKU0001,S001,148,0,0
2024-07-20,SKU0001,S001,145,0,0
2024-07-21,SKU0001,S001,143,0,0
2024-07-22,SKU0001,S001,141,0,0
2024-07-23,SKU0001,S001,138,0,0
2024-07-24,SKU0001,S001,136,0,0
2024-07-25,SKU0001,S001,134,0,0
2024-07-26,SKU0001,S001,131,0,0
2024-07-27,SKU0001,S001,129,0,0
2024-07-28,SKU0001,S001,126,0,0
2024-07-29,SKU0001,S001,124,0,0
2024-07-30,SKU0001,S001,122,0,0
2024-07-31,SKU0001,S001,120,0,0
2024-08-01,SKU0001,S001,118,0,0
2024-08-02,SKU0001,S001,116,0,0
2024-08-03,SKU0001,S001,113,0,0
2024-08-04,SKU0001,S001,111,0,0
2024-08-05,SKU0001,S001,109,0,0
2024-08-06,SKU0001,S001,107,0,0
2024-08-07,SKU0001,S001,105,0,0
2024-08-08,SKU0001,S001,102,0,0
2024-08-09,SKU0001,S001,99,0,0
2024-08-10,SKU0001,S001,96,0,0
2024-08-11,SKU0001,S001,94,0,0
2024-08-12,SKU0001,S001,92,0,0
2024-08-13,SKU0001,S001,90,0,0
2024-08-14,SKU0001,S001,88,0,0
2024-08-15,SKU0001,S001,86,0,0
2024-08-16,SKU0001,S001,84,0,0
2024-08-17,SKU0001,S001,82,0,0
2024-08-18,SKU0001,S001,80,0,0
2024-08-19,SKU0001,S001,78,0,0
2024-08-20,SKU0001,S001,76,0,0
2024-08-21,SKU0001,S001,74,0,0
2024-08-22,SKU0001,S001,72,0,0
2024-08-23,SKU0001,S001,70,0,0
2024-08-24,SKU0001,S001,67,0,0
2024-08-25,SKU0001,S001,65,0,0
2024-08-26,SKU0001,S001,63,0,0
2024-08-27,SKU0001,S001,61,0,0
2024-08-28,SKU0001,S001,59,0,0
2024-08-29,SKU0001,S001,57,0,0
2024-08-30,SKU0001,S001,55,0,0
2024-08-31,SKU0001,S001,53,0,0
2024-09-01,SKU0001,S001,51,0,0
2024-09-02,SKU0001,S001,49,0,0
2024-09-03,SKU0001,S001,47,0,0
2024-09-04,SKU0001,S001,44,0,0
2024-09-05,SKU0001,S001,42,0,0
2024-09-06,SKU0001,S001,40,0,0
2024-09-07,SKU0001,S001,38,0,0
2024-09-08,SKU0001,S001,35,0,0
2024-09-09,SKU0001,S001,33,0,0
2024-09-10,SKU0001,S001,31,0,0
2024-09-11,SKU0001,S001,29,0,0
2024-09-12,SKU0001,S001,27,0,0
2024-09-13,SKU0001,S001,24,0,0
2024-09-14,SKU0001,S001,21,0,0
2024-09-15,SKU0001,S001,18,0,0
2024-09-16,SKU0001,S001,16,10,1
2024-09-17,SKU0001,S001,14,22,2
2024-09-18,SKU0001,S001,12,36,3
2024-09-19,SKU0001,S001,10,52,4
2024-09-20,SKU0001,S001,6,72,5
2024-09-21,SKU0001,S001,4,94,6
2024-09-22,SKU0001,S001,2,118,7
2024-09-23,SKU0001,S001,16,112,7
2024-09-24,SKU0001,S001,24,102,6
2024-09-25,SKU0001,S001,22,102,6
2024-09-26,SKU0001,S001,20,102,6
2024-09-27,SKU0001,S001,18,102,6
2024-09-28,SKU0001,S001,28,90,5
2024-09-29,SKU0001,S001,35,80,4
2024-09-30,SKU0001,S001,89,24,1
2024-10-01,SKU0001,S001,87,24,1
2024-10-02,SKU0001,S001,85,24,1
2024-10-03,SKU0001,S001,83,24,1
2024-10-04,SKU0001,S001,81,24,1
2024-10-05,SKU0001,S001,76,24,1
2024-10-06,SKU0001,S001,74,24,1
2024-10-07,SKU0001,S001,96,0,0
2024-10-08,SKU0001,S001,94,0,0
2024-10-09,SKU0001,S001,91,0,0
2024-10-10,SKU0001,S001,89,0,0
2024-10-11,SKU0001,S001,86,0,0
2024-10-12,SKU0001,S001,84,0,0
2024-10-13,SKU0001,S001,82,0,0
2024-10-14,SKU0001,S001,80,0,0
2024-10-15,SKU0001,S001,78,0,0
2024-10-16,SKU0001,S001,76,0,0
2024-10-17,SKU0001,S001,74,0,0
2024-10-18,SKU0001,S001,71,0,0
2024-10-19,SKU0001,S001,69,0,0
2024-10-20,SKU0001,S001,67,0,0
2024-10-21,SKU0001,S001,65,0,0
2024-10-22,SKU0001,S001,63,0,0
2024-10-23,SKU0001,S001,61,0,0
2024-10-24,SKU0001,S001,59,0,0
2024-10-25,SKU0001,S001,57,0,0
2024-10-26,SKU0001,S001,54,0,0
2024-10-27,SKU0001,S001,52,0,0
2024-10-28,SKU0001,S001,50,0,0
2024-10-29,SKU0001,S001,48,0,0
2024-10-30,SKU0001,S001,46,0,0
2024-10-31,SKU0001,S001,43,0,0
2024-11-01,SKU0001,S001,39,0,0
2024-11-02,SKU0001,S001,36,0,0
2024-11-03,SKU0001,S001,33,0,0
2024-11-04,SKU0001,S001,30,0,0
2024-11-05,SKU0001,S001,27,0,0
2024-11-06,SKU0001,S001,25,0,0
2024-11-07,SKU0001,S001,22,0,0
2024-11-08,SKU0001,S001,19,0,0
2024-11-09,SKU0001,S001,16,10,1
2024-11-10,SKU0001,S001,14,22,2
2024-11-11,SKU0001,S001,11,37,3
2024-11-12,SKU0001,S001,9,54,4
2024-11-13,SKU0001,S001,16,54,4
2024-11-14,SKU0001,S001,13,67,5
2024-11-15,SKU0001,S001,23,55,4
2024-11-16,SKU0001,S001,20,55,4
2024-11-17,SKU0001,S001,17,64,5
2024-11-18,SKU0001,S001,30,49,4
2024-11-19,SKU0001,S001,28,49,4
2024-11-20,SKU0001,S001,42,32,3
2024-11-21,SKU0001,S001,40,32,3
2024-11-22,SKU0001,S001,38,32,3
2024-11-23,SKU0001,S001,58,9,1
2024-11-24,SKU0001,S001,55,9,1
2024-11-25,SKU0001,S001,53,9,1
2024-11-26,SKU0001,S001,50,9,1
2024-11-27,SKU0001,S001,56,0,0
2024-11-28,SKU0001,S001,53,0,0
2024-11-29,SKU0001,S001,51,0,0
2024-11-30,SKU0001,S001,48,0,0
2024-12-01,SKU0001,S001,45,0,0
2024-12-02,SKU0001,S001,43,0,0
2024-12-03,SKU0001,S001,40,0,0
2024-12-04,SKU0001,S001,37,0,0
2024-12-05,SKU0001,S001,34,0,0
2024-12-06,SKU0001,S001,31,0,0
2024-12-07,SKU0001,S001,28,0,0
2024-12-08,SKU0001,S001,25,0,0
2024-12-09,SKU0001,S001,23,0,0
2024-12-10,SKU0001,S001,21,0,0
2024-12-11,SKU0001,S001,19,0,0
2024-12-12,SKU0001,S001,16,10,1
2024-12-13,SKU0001,S001,13,23,2
2024-12-14,SKU0001,S001,11,38,3
2024-12-15,SKU0001,S001,8,56,4
2024-12-16,SKU0001,S001,5,77,5
2024-12-17,SKU0001,S001,2,101,6
2024-12-18,SKU0001,S001,25,77,5
2024-12-19,SKU0001,S001,22,77,5
2024-12-20,SKU0001,S001,20,77,5
2024-12-21,SKU0001,S001,17,86,6
2024-12-22,SKU0001,S001,24,76,5
2024-12-23,SKU0001,S001,49,48,3
2024-12-24,SKU0001,S001,46,48,3
2024-12-25,SKU0001,S001,42,48,3
2024-12-26,SKU0001,S001,78,9,1
2024-12-27,SKU0001,S001,75,9,1
2024-12-28,SKU0001,S001,72,9,1
2024-12-29,SKU0001,S001,70,9,1
2024-12-30,SKU0001,S001,68,9,1
2024-01-01,SKU0001,S002,19,10,1
2024-01-02,SKU0001,S002,16,23,2
2024-01-03,SKU0001,S002,13,39,3
2024-01-04,SKU0001,S002,10,58,4
2024-01-05,SKU0001,S002,7,80,5
2024-01-06,SKU0001,S002,14,85,5
2024-01-07,SKU0001,S002,11,103,6
2024-01-08,SKU0001,S002,9,123,7
2024-01-09,SKU0001,S002,6,146,8
2024-01-10,SKU0001,S002,3,172,9
2024-01-11,SKU0001,S002,16,169,9
2024-01-12,SKU0001,S002,27,156,8
2024-01-13,SKU0001,S002,24,156,8
2024-01-14,SKU0001,S002,43,134,7
2024-01-15,SKU0001,S002,55,119,6
2024-01-16,SKU0001,S002,70,101,5
2024-01-17,SKU0001,S002,87,82,4
2024-01-18,SKU0001,S002,85,82,4
2024-01-19,SKU0001,S002,116,49,2
2024-01-20,SKU0001,S002,162,0,0
2024-01-21,SKU0001,S002,159,0,0
2024-01-22,SKU0001,S002,156,0,0
2024-01-23,SKU0001,S002,154,0,0
2024-01-24,SKU0001,S002,151,0,0
2024-01-25,SKU0001,S002,148,0,0
2024-01-26,SKU0001,S002,146,0,0
2024-01-27,SKU0001,S002,144,0,0
2024-01-28,SKU0001,S002,141,0,0
2024-01-29,SKU0001,S002,138,0,0
2024-01-30,SKU0001,S002,136,0,0
2024-01-31,SKU0001,S002,133,0,0
2024-02-01,SKU0001,S002,130,0,0
2024-02-02,SKU0001,S002,127,0,0
2024-02-03,SKU0001,S002,124,0,0
2024-02-04,SKU0001,S002,121,0,0
2024-02-05,SKU0001,S002,118,0,0
2024-02-06,SKU0001,S002,116,0,0
2024-02-07,SKU0001,S002,113,0,0
2024-02-08,SKU0001,S002,111,0,0
2024-02-09,SKU0001,S002,109,0,0
2024-02-10,SKU0001,S002,107,0,0
2024-02-11,SKU0001,S002,104,0,0
2024-02-12,SKU0001,S002,101,0,0
2024-02-13,SKU0001,S002,98,0,0
2024-02-14,SKU0001,S002,95,0,0
2024-02-15,SKU0001,S002,93,0,0
2024-02-16,SKU0001,S002,91,0,0
2024-02-17,SKU0001,S002,88,0,0
2024-02-18,SKU0001,S002,85,0,0
2024-02-19,SKU0001,S002,82,0,0
2024-02-20,SKU0001,S002,80,0,0
2024-02-21,SKU0001,S002,78,0,0
2024-02-22,SKU0001,S002,75,0,0
2024-02-23,SKU0001,S002,72,0,0
2024-02-24,SKU0001,S002,69,0,0
2024-02-25,SKU0001,S002,66,0,0
2024-02-26,SKU0001,S002,64,0,0
2024-02-27,SKU0001,S002,61,0,0
2024-02-28,SKU0001,S002,58,0,0
2024-02-29,SKU0001,S002,56,0,0
2024-03-01,SKU0001,S002,54,0,0
2024-03-02,SKU0001,S002,51,0,0
2024-03-03,SKU0001,S002,48,0,0
2024-03-04,SKU0001,S002,45,0,0
2024-03-05,SKU0001,S002,43,0,0
2024-03-06,SKU0001,S002,39,0,0
2024-03-07,SKU0001,S002,37,0,0
2024-03-08,SKU0001,S002,35,0,0
2024-03-09,SKU0001,S002,33,0,0
2024-03-10,SKU0001,S002,30,0,0
2024-03-11,SKU0001,S002,28,0,0
2024-03-12,SKU0001,S002,26,0,0
2024-03-13,SKU0001,S002,23,0,0
2024-03-14,SKU0001,S002,21,0,0
2024-03-15,SKU0001,S002,19,10,1
2024-03-16,SKU0001,S002,16,23,2
2024-03-17,SKU0001,S002,13,39,3
2024-03-18,SKU0001,S002,11,57,4
2024-03-19,SKU0001,S002,9,77,5
2024-03-20,SKU0001,S002,7,99,6
2024-03-21,SKU0001,S002,5,123,7
2024-03-22,SKU0001,S002,3,149,8
2024-03-23,SKU0001,S002,0,178,9
2024-03-24,SKU0001,S002,0,207,10
2024-03-25,SKU0001,S002,0,236,11
2024-03-26,SKU0001,S002,53,180,8
2024-03-27,SKU0001,S002,50,180,8
2024-03-28,SKU0001,S002,60,167,7
2024-03-29,SKU0001,S002,91,133,5
2024-03-30,SKU0001,S002,117,104,4
2024-03-31,SKU0001,S002,143,75,3
2024-04-01,SKU0001,S002,160,55,2
2024-04-02,SKU0001,S002,187,26,1
2024-04-03,SKU0001,S002,183,26,1
2024-04-04,SKU0001,S002,181,26,1
2024-04-05,SKU0001,S002,179,26,1
2024-04-06,SKU0001,S002,176,26,1
2024-04-07,SKU0001,S002,199,0,0
2024-04-08,SKU0001,S002,197,0,0
2024-04-09,SKU0001,S002,195,0,0
2024-04-10,SKU0001,S002,192,0,0
2024-04-11,SKU0001,S002,190,0,0
2024-04-12,SKU0001,S002,188,0,0
2024-04-13,SKU0001,S002,186,0,0
2024-04-14,SKU0001,S002,184,0,0
2024-04-15,SKU0001,S002,181,0,0
2024-04-16,SKU0001,S002,178,0,0
2024-04-17,SKU0001,S002,175,0,0
2024-04-18,SKU0001,S002,172,0,0
2024-04-19,SKU0001,S002,169,0,0
2024-04-20,SKU0001,S002,166,0,0
2024-04-21,SKU0001,S002,164,0,0
2024-04-22,SKU0001,S002,162,0,0
2024-04-23,SKU0001,S002,159,0,0
2024-04-24,SKU0001,S002,157,0,0
2024-04-25,SKU0001,S002,154,0,0
2024-04-26,SKU0001,S002,151,0,0
2024-04-27,SKU0001,S002,148,0,0
2024-04-28,SKU0001,S002,145,0,0
2024-04-29,SKU0001,S002,143,0,0
2024-04-30,SKU0001,S002,141,0,0
2024-05-01,SKU0001,S002,138,0,0
2024-05-02,SKU0001,S002,136,0,0
2024-05-03,SKU0001,S002,134,0,0
2024-05-04,SKU0001,S002,131,0,0
2024-05-05,SKU0001,S002,128,0,0
2024-05-06,SKU0001,S002,125,0,0
2024-05-07,SKU0001,S002,122,0,0
2024-05-08,SKU0001,S002,120,0,0
2024-05-09,SKU0001,S002,118,0,0
2024-05-10,SKU0001,S002,115,0,0
2024-05-11,SKU0001,S002,112,0,0
2024-05-12,SKU0001,S002,109,0,0
2024-05-13,SKU0001,S002,107,0,0
2024-05-14,SKU0001,S002,104,0,0
2024-05-15,SKU0001,S002,102,0,0
2024-05-16,SKU0001,S002,100,0,0
2024-05-17,SKU0001,S002,97,0,0
2024-05-18,SKU0001,S002,93,0,0
2024-05-19,SKU0001,S002,90,0,0
2024-05-20,SKU0001,S002,87,0,0
2024-05-21,SKU0001,S002,85,0,0
2024-05-22,SKU0001,S002,82,0,0
2024-05-23,SKU0001,S002,80,0,0
2024-05-24,SKU0001,S002,78,0,0
2024-05-25,SKU0001,S002,75,0,0
2024-05-26,SKU0001,S002,73,0,0
2024-05-27,SKU0001,S002,70,0,0
2024-05-28,SKU0001,S002,68,0,0
2024-05-29,SKU0001,S002,65,0,0
2024-05-30,SKU0001,S002,63,0,0
2024-05-31,SKU0001,S002,60,0,0
2024-06-01,SKU0001,S002,57,0,0
2024-06-02,SKU0001,S002,54,0,0
2024-06-03,SKU0001,S002,51,0,0
2024-06-04,SKU0001,S002,49,0,0
2024-06-05,SKU0001,S002,47,0,0
2024-06-06,SKU0001,S002,44,0,0
2024-06-07,SKU0001,S002,41,0,0
2024-06-08,SKU0001,S002,38,0,0
2024-06-09,SKU0001,S002,36,0,0
2024-06-10,SKU0001,S002,33,0,0
2024-06-11,SKU0001,S002,30,0,0
2024-06-12,SKU0001,S002,27,0,0
2024-06-13,SKU0001,S002,24,0,0
2024-06-14,SKU0001,S002,22,0,0
2024-06-15,SKU0001,S002,19,10,1
2024-06-16,SKU0001,S002,16,23,2
2024-06-17,SKU0001,S002,13,39,3
2024-06-18,SKU0001,S002,10,58,4
2024-06-19,SKU0001,S002,7,80,5
2024-06-20,SKU0001,S002,5,104,6
2024-06-21,SKU0001,S002,2,131,7
2024-06-22,SKU0001,S002,0,160,8
2024-06-23,SKU0001,S002,7,172,8
2024-06-24,SKU0001,S002,5,196,9
2024-06-25,SKU0001,S002,30,169,8
2024-06-26,SKU0001,S002,56,140,6
2024-06-27,SKU0001,S002,75,118,5
2024-06-28,SKU0001,S002,115,75,3
2024-06-29,SKU0001,S002,113,75,3
2024-06-30,SKU0001,S002,110,75,3
2024-07-01,SKU0001,S002,108,75,3
2024-07-02,SKU0001,S002,135,46,2
2024-07-03,SKU0001,S002,133,46,2
2024-07-04,SKU0001,S002,130,46,2
2024-07-05,SKU0001,S002,174,0,0
2024-07-06,SKU0001,S002,171,0,0
2024-07-07,SKU0001,S002,168,0,0
2024-07-08,SKU0001,S002,165,0,0
2024-07-09,SKU0001,S002,162,0,0
2024-07-10,SKU0001,S002,159,0,0
2024-07-11,SKU0001,S002,156,0,0
2024-07-12,SKU0001,S002,153,0,0
2024-07-13,SKU0001,S002,150,0,0
2024-07-14,SKU0001,S002,147,0,0
2024-07-15,SKU0001,S002,145,0,0
2024-07-16,SKU0001,S002,142,0,0
2024-07-17,SKU0001,S002,140,0,0
2024-07-18,SKU0001,S002,138,0,0
2024-07-19,SKU0001,S002,135,0,0
2024-07-20,SKU0001,S002,133,0,0
2024-07-21,SKU0001,S002,130,0,0
2024-07-22,SKU0001,S002,127,0,0
2024-07-23,SKU0001,S002,125,0,0
2024-07-24,SKU0001,S002,123,0,0
2024-07-25,SKU0001,S002,121,0,0
2024-07-26,SKU0001,S002,119,0,0
2024-07-27,SKU0001,S002,116,0,0
2024-07-28,SKU0001,S002,113,0,0
2024-07-29,SKU0001,S002,110,0,0
2024-07-30,SKU0001,S002,107,0,0
2024-07-31,SKU0001,S002,104,0,0
2024-08-01,SKU0001,S002,102,0,0
2024-08-02,SKU0001,S002,98,0,0
2024-08-03,SKU0001,S002,95,0,0
2024-08-04,SKU0001,S002,92,0,0
2024-08-05,SKU0001,S002,89,0,0
2024-08-06,SKU0001,S002,86,0,0
2024-08-07,SKU0001,S002,84,0,0
2024-08-08,SKU0001,S002,81,0,0
2024-08-09,SKU0001,S002,79,0,0
2024-08-10,SKU0001,S002,77,0,0
2024-08-11,SKU0001,S002,74,0,0
2024-08-12,SKU0001,S002,72,0,0
2024-08-13,SKU0001,S002,70,0,0
2024-08-14,SKU0001,S002,67,0,0
2024-08-15,SKU0001,S002,65,0,0
2024-08-16,SKU0001,S002,62,0,0
2024-08-17,SKU0001,S002,59,0,0
2024-08-18,SKU0001,S002,56,0,0
2024-08-19,SKU0001,S002,53,0,0
2024-08-20,SKU0001,S002,50,0,0
2024-08-21,SKU0001,S002,48,0,0
2024-08-22,SKU0001,S002,46,0,0
2024-08-23,SKU0001,S002,44,0,0
2024-08-24,SKU0001,S002,41,0,0
2024-08-25,SKU0001,S002,38,0,0
2024-08-26,SKU0001,S002,36,0,0
2024-08-27,SKU0001,S002,33,0,0
2024-08-28,SKU0001,S002,31,0,0
2024-08-29,SKU0001,S002,29,0,0
2024-08-30,SKU0001,S002,26,0,0
2024-08-31,SKU0001,S002,23,0,0
2024-09-01,SKU0001,S002,20,9,1
2024-09-02,SKU0001,S002,17,21,2
2024-09-03,SKU0001,S002,15,35,3
2024-09-04,SKU0001,S002,13,51,4
2024-09-05,SKU0001,S002,20,51,4
2024-09-06,SKU0001,S002,18,62,5
2024-09-07,SKU0001,S002,29,48,4
2024-09-08,SKU0001,S002,26,48,4
2024-09-09,SKU0001,S002,46,25,2
2024-09-10,SKU0001,S002,43,25,2
2024-09-11,SKU0001,S002,41,25,2
2024-09-12,SKU0001,S002,55,9,1
2024-09-13,SKU0001,S002,52,9,1
2024-09-14,SKU0001,S002,49,9,1
2024-09-15,SKU0001,S002,47,9,1
2024-09-16,SKU0001,S002,44,9,1
2024-09-17,SKU0001,S002,51,0,0
2024-09-18,SKU0001,S002,47,0,0
2024-09-19,SKU0001,S002,45,0,0
2024-09-20,SKU0001,S002,42,0,0
2024-09-21,SKU0001,S002,39,0,0
2024-09-22,SKU0001,S002,36,0,0
2024-09-23,SKU0001,S002,34,0,0
2024-09-24,SKU0001,S002,32,0,0
